location,source,target,id,fuzzy,context,translator_comments,developer_comments
,Traveling south along %s,Traveling south along %s,,False,directions_along_traveling_s,,"' Traveling in a vehicle such as a train, bus, car with a cardinal direction, %s is a road name. Whenever the vehicle changes roads, the app will announce a location update by saying the direction the vehicle is travelling in and the name of the road e.g. Travelling east along High Street '"
,Traveling southwest along %s,Traveling southwest along %s,,False,directions_along_traveling_sw,,"' Traveling in a vehicle such as a train, bus, car with a cardinal direction, %s is a road name. Whenever the vehicle changes roads, the app will announce a location update by saying the direction the vehicle is travelling in and the name of the road e.g. Travelling east along High Street '"
,Traveling west along %s,Traveling west along %s,,False,directions_along_traveling_w,,"' Traveling in a vehicle such as a train, bus, car with a cardinal direction, %s is a road name. Whenever the vehicle changes roads, the app will announce a location update by saying the direction the vehicle is travelling in and the name of the road e.g. Travelling east along High Street '"
,Traveling northwest along %s,Traveling northwest along %s,,False,directions_along_traveling_nw,,"' Traveling in a vehicle such as a train, bus, car with a cardinal direction, %s is a road name. Whenever the vehicle changes roads, the app will announce a location update by saying the direction the vehicle is travelling in and the name of the road e.g. Travelling east along High Street '"
,Facing north along %s,Facing north along %s,,False,directions_along_facing_n,,"' Facing a cardinal direction. If the user is not travelling in a vehicle, or not moving (e.g. on foot) but is stationary along a road somewhere, the application will know which way the user is facing e.g. Facing east along High Street, %s is a road name '"
,Facing northeast along %s,Facing northeast along %s,,False,directions_along_facing_ne,,"' Facing a cardinal direction. If the user is not travelling in a vehicle, or not moving (e.g. on foot) but is stationary along a road somewhere, the application will know which way the user is facing e.g. Facing east along High Street, %s is a road name '"
,Facing east along %s,Facing east along %s,,False,directions_along_facing_e,,"' Facing a cardinal direction. If the user is not travelling in a vehicle, or not moving (e.g. on foot) but is stationary along a road somewhere, the application will know which way the user is facing e.g. Facing east along High Street, %s is a road name '"
,Facing southeast along %s,Facing southeast along %s,,False,directions_along_facing_se,,"' Facing a cardinal direction. If the user is not travelling in a vehicle, or not moving (e.g. on foot) but is stationary along a road somewhere, the application will know which way the user is facing e.g. Facing east along High Street, %s is a road name '"
,Facing south along %s,Facing south along %s,,False,directions_along_facing_s,,"' Facing a cardinal direction. If the user is not travelling in a vehicle, or not moving (e.g. on foot) but is stationary along a road somewhere, the application will know which way the user is facing e.g. Facing east along High Street, %s is a road name '"
,Facing southwest along %s,Facing southwest along %s,,False,directions_along_facing_sw,,"' Facing a cardinal direction. If the user is not travelling in a vehicle, or not moving (e.g. on foot) but is stationary along a road somewhere, the application will know which way the user is facing e.g. Facing east along High Street, %s is a road name '"
,Facing west along %s,Facing west along %s,,False,directions_along_facing_w,,"' Facing a cardinal direction. If the user is not travelling in a vehicle, or not moving (e.g. on foot) but is stationary along a road somewhere, the application will know which way the user is facing e.g. Facing east along High Street, %s is a road name '"
,Facing northwest along %s,Facing northwest along %s,,False,directions_along_facing_nw,,"' Facing a cardinal direction. If the user is not travelling in a vehicle, or not moving (e.g. on foot) but is stationary along a road somewhere, the application will know which way the user is facing e.g. Facing east along High Street, %s is a road name '"
,Heading north along %s,Heading north along %s,,False,directions_along_heading_n,,"' Walking with a cardinal direction. If the user is walking and heading along a road in a specific direction then the app will know the direction of travel of the user along that road e.g. Heading east along High Street. This is different to when a user is moving in a vehicle, %s is a road name'"
,Heading northeast along %s,Heading northeast along %s,,False,directions_along_heading_ne,,"' Walking with a cardinal direction. If the user is walking and heading along a road in a specific direction then the app will know the direction of travel of the user along that road e.g. Heading east along High Street. This is different to when a user is moving in a vehicle, %s is a road name'"
,Heading east along %s,Heading east along %s,,False,directions_along_heading_e,,"' Walking with a cardinal direction. If the user is walking and heading along a road in a specific direction then the app will know the direction of travel of the user along that road e.g. Heading east along High Street. This is different to when a user is moving in a vehicle, %s is a road name'"
